ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,Unnamed: 24,Unnamed: 25,DS_CATEGORIA_UNIDADE
1276,-46726870,-23616256,355030883000034,3550308005175,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,PARAISOPOLIS-UBS,"MELCHIOR GIOLA,R,300",PARAISOPOLIS,37445223.0,5664000.0,2788187.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1277,-46726602,-23829632,355030855000022,3550308005301,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-UBS,"MARIO TRAPE,R,100",JD. NOVO PARELHEIROS,59208860.0,4890430.0,4050150.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1278,-46620487,-23525505,355030856000007,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,PARI - UBS,"OLARIAS,DAS,R,503",CANINDE,32270081.0,3030020.0,2788195.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1279,-46761901,-23662596,355030819000088,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PARQUE MARIA HELENA - UBS,"BENEDITO MATARAZZO,DR,R,371",PQ MARIA HELENA,55108380.0,5854090.0,5992842.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1280,-46516140,-23615705,355030876000195,3550308005161,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,PASTORAL-UBS,"BOLEADEIRAS,R,127",JD ELBA,67030309.0,3980120.0,4050398.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1281,-46748242,-23562617,355030867000042,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,"PAULO B BRANCO,DR(RIO PEQUENO)-UBS","JOAO LUIS MATEUS,R,34",BUTANTA,37689460.0,5379030.0,2788500.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1282,-46436015,-23493689,355030874000105,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,PAULO FELDMAN (NITRO OPERARIA) - UBS,"CUMARU,R, 14",CID NITRO OPERARIA,69566923.0,8010380.0,2788209.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1283,-46705295,-23609426,355030854000061,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,"PAULO M ALBERNAZ F, DR - REAL PARQUE-UBS","MELGA´┐¢O, BR,DE,R,339",REAL PARQUE,37582329.0,5684030.0,2788470.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1284,-46794837,-23601401,355030865000211,3550308005239,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,PAULO VI-UBS,"VATICANO,AV,69",JD. JOAO XXIII,37820838.0,5569120.0,2788217.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1285,-46483642,-23502679,355030828000058,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,"PEDRO DE SOUZA CAMPOS,DR-UBS MANGABEIRA","PAULO BIFANO ALVES,R,764",PQ. BOTURUSSU,65464111.0,3801000.0,4050002.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1286,-46756881,-23408918,355030861000019,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,PERUS-UBS,"JOAO GONCALVES DE LIMA,VIG,PCA,239",PERUS,39170707.0,5206180.0,2788225.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1287,-46787208,-23430851,355030803000014,3550308005241,3,ANHANGUERA,1,PERUS,Norte,Norte 1,PQ ANHANGUERA - UBS,"ANHANGUERA,ROD KM 24,5/PIERRE RENOIR,100",JD. BRITANIA,39166375.0,5259000.0,2788233.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1288,-46749380,-23637526,355030817000144,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,PQ ARARIBA-UBS,"FRANCISCO SOARES,R,81",JD. INGA,55115573.0,5774300.0,2788268.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1289,-46491452,-23537205,355030805000062,3550308005149,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PQ ARTUR ALVIM - UBS,"HENRIQUE JACOBS,R,269",ARTHUR ALVIM,27494235.0,3566010.0,2752328.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1290,-46609987,-23648697,355030868000186,3550308005089,69,SACOMA,13,IPIRANGA,Sul,Sul 1,PQ BRISTOL-UBS,"FRANCOIS BUNEL,R,194",PQ BRISTOL,63313089.0,4193310.0,2788284.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1291,-46448270,-23594489,355030833000003,3550308005274,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,PQ DA BOA ESPERANCA-UBS,"RAGUEB CHOHFI,AV,3826",JD AUGUSTO,67310669.0,8375000.0,2788276.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1292,-46720086,-23531253,355030888000024,3550308005107,90,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,PQ DA LAPA-UBS,"BERGSON,R, 52",PQ DA LAPA,38368029.0,5301060.0,2027461.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1293,-46785683,-23660664,355030819000263,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ DO ENGENHO II-UBS,"RODRIGO SANCHES,D,AV,700",PQ. ENGENHO,58212274.0,5892360.0,2788314.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1294,-46761473,-23691547,355030843000411,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ DO LAGO-UBS,"BARONESA,DA,ESTR,1000",PQ. DO LAGO,55170045.0,4944180.0,4050223.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1295,-46568585,-23476599,355030892000110,3550308005069,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,PQ EDU CHAVES-UBS,"EDU CHAVES,AV,1197",PQ EDU CHAVES,62430052.0,2229001.0,2788306.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1296,-46791828,-23675312,355030819000344,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ FERNANDA-UBS,"ERNESTO SOARES FILHO,R,301",PQ FERNANDA,58211632.0,5888070.0,2788322.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1297,-46748702,-23679004,355030846000125,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PQ FIGUEIRA GRANDE-UBS,"DANIEL KLEIN,R,211",PQ. FIGUEIRA GRANDE,55146609.0,4915170.0,2815451.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1298,-46639529,-23627897,355030877000118,3550308005092,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,PQ IMPERIAL-UBS,"JACOPO BASSANO,R,27",V MONTE ALEGRE,22760149.0,4305080.0,2788330.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1299,-46737725,-23488279,355030895000035,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,PQ MARIA DOMITILA - UBS,"ANASTACIO,DO,AV (ESQ. R WILLIS ROBERTO BANKS) 2421",PQ. MARIA DOMITILA,39034825.0,5119000.0,3738604,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1300,-46565487,-23511436,355030889000017,3550308005035,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,PQ NOVO MUNDO II-UBS,"ANTONIO MATIAS DE CAMARGO,SD,R,87",PQ. NOVO MUNDO,69544580.0,2188050.0,2788357.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1301,-46576342,-23517069,355030889000005,3550308005035,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,PQ NOVO MUNDO I-UBS,"BENEDITA DORNELLAS CLARO,R,451",PQ. NOVO MUNDO,69541747.0,2168020.0,2788349.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1302,-46783715,-23698944,355030843000023,3550308005293,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ NOVO STO AMARO-UBS,"PORTA DO PRADO,R,18",PQ NOVO STO AMARO,58311448.0,5874130.0,2788365.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1303,-46431785,-23486749,355030844000107,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,PQ PAULISTANO - UBS,"SILVEIRA PIRES,R,265",PQ PAULISTANO,20259468.0,8080160.0,6283616.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1304,-46654057,-23497448,355030821000001,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,PQ PERUCHE-UBS,"JOSE RANGEL DE CAMARGO,R,500",PQ PERUCHE,38588303.0,2538010.0,2788373.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1305,-46755233,-23634069,355030817000095,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,PQ REGINA-UBS,"MELO COUTINHO,R,260",PQ REGINA,58165561.0,5775230.0,2788381.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1306,-46668441,-23744501,355030830000233,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ RES COCAIA INDEPENDENTE-UBS,"FILINTO MILANEZ,R,26",PQ. RESID. COCAIA,59310209.0,4849040.0,2788403.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1307,-46545744,-23595810,355030872000003,3550308005158,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,PQ S LUCAS-UBS,"NOGUEIRA DE NORONHA,DR,R,322",PQ. SAO LUCAS,69183595.0,3239080.0,2057891.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1308,-46413210,-23512525,355030884000186,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,PQ STA RITA-UBS,"JOSE PESSOTA,R,80",PQ STA RITA,61353644.0,8150020.0,2788446.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1309,-46755453,-23656634,355030846000224,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PQ STO ANTONIO-UBS,"MANUEL BORDALO PINHEIRO,R,100",PQUE SANTO ANTONIO,55114249.0,5850230.0,2788454.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1310,-46408548,-23565628,355030825000001,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,"PRESTES MAIA,PREF-UBS","INACIO PINTO LIMA,R,35",CIDADE TIRADENTES,65552676.0,8490020.0,4049969.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1311,-46397431,-23530138,355030896000109,3550308005259,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,PRIMEIRO DE OUTUBRO-UBS,"TRAVESSA A´┐¢UCENA DO BREJO,16B (RUA MARILIA)",JD LOURDES,20358010.0,8441010.0,2766019.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1312,-46404329,-23602665,355030825000208,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,PROFETA JEREMIAS-UBS,"LUIS BORDESE,R,63",CIDADE TIRADENTES,25583866.0,8471710.0,2027305.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1313,-46722349,-23775572,355030855000001,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,RECANTO CAMPO BELO-UBS,"SADAMU INOUE,AV,185",REC CAMPO BELO,59262002.0,4825000.0,2027321.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1314,-46750228,-23413288,355030861000057,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,RECANTO DOS HUMILDES-UBS,"PAVAO,R,36 A",RECANTO DOS HUMILDES,39156452.0,5208110.0,3105504.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1315,-46417482,-23615510,355030833000111,3550308005276,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,RECANTO VERDE SOL-UBS,"PEDRO ROMAZZANI, R,03",RECANTO VERDE SOL,61343271.0,8381800.0,2788489.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1316,-46639666,-23549916,355030866000044,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,REPUBLICA - UBS,"BANDEIRA, PRACA DA, 15",REP+BLICA,31010812.0,1007020.0,6090621.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1317,-46532173,-23603574,355030872000135,3550308005159,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,REUNIDAS I -UBS,"JOSE ESPINHARAS,R,S,400",V INDUSTRIAL,61092844.0,3249030.0,4050401.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1318,-46520449,-23604440,355030876000070,3550308005160,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,REUNIDAS II-UBS,"CASA GRANDE,ESTRADA,DA,1258",V UNIAO,61031356.0,3260000.0,2788497.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1319,-46458160,-23626059,355030875000146,3550308005277,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,RIO CLARO-UBS,"CINIRA POLONIO,R,33",JD. RIO CLARO,67515112.0,8395320.0,4050061.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1320,-46483161,-23598904,355030873000006,3550308005207,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS I - UBS,"ANGELO CANDIA,R,1058",CIDADE SAO MATEUS,69191717.0,3958000.0,2788535.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1321,-46613876,-23656814,355030868000218,3550308005089,69,SACOMA,13,IPIRANGA,Sul,Sul 1,S SAVERIO( AURELIO MELLONE)-UBS,"ATILIO SELVA,R,10",JD. CELESTE,63312131.0,4095060.0,2047004.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1322,-46608586,-23590488,355030834000008,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,S VICENTE DE PAULA-UBS,"VICENTE DA COSTA,R,289",IPIRANGA,2734592.0,4266050.0,2788543.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1323,-46593417,-23613340,355030868000251,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOMA-UBS,"ESTRADA DAS LAGRIMAS,1403",V HELIOPOLIS,2733537.0,4232000.0,2788519.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1324,-46510233,-23614844,355030876000351,3550308005161,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SANTA MADALENA-UBS,"PALMEIRA BACARA,R,36",JD ELBA,27038426.0,3080050.0,2788411.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1325,-46701438,-23646948,355030871000012,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-UBS SERGIO V BRAGA,"ITU,CONDE,R,359",STO  AMARO,56873367.0,4752010.0,2788640.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1326,-46749595,-23495471,355030895000083,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,SANTO ELIAS- UBS,"FABIO DE ALMEIDA MAGALH+ES,R,494",JD. SANTO ELIAS,39023551.0,5135370.0,3469042,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1327,-46457302,-23630863,355030875000151,3550308005277,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,SAO FRANCISCO - UBS,"BANDEIRA DO ARACAMBI,S/N",JD. SAO FRANCISCO,27516712.0,8310010.0,2788527.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1328,-46495470,-23616210,355030876000176,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA - UBS MASCARENHAS DE MORAIS,"EDGAR LOURENCO PINTO,SGTO,R,116",CJ MARECHAL MASCARENHAS DE,69191120.0,3977180.0,2043017.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1329,-46627859,-23550525,355030878000003,3550308005001,80,SE,9,SE,Centro,Centro,SE - UBS,"FREDERICO ALVARENGA,R,259",PQ DOM PEDRO,31012344.0,1220030.0,5975220.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1330,-46710820,-23742904,355030823000191,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,"SERGIO CHADDAD,DR-UBS","CARLOS OBERHUBER,AV,659",V  SAO JOSE,59243636.0,4836130.0,2788551.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1331,-46653925,-23603931,355030832000037,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,"SIGMUND FREUD,DR-UBS II INDIANAPOLIS","INDIANOPOLIS,AV,650",MOEMA,50542851.0,4076011.0,2788578.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1332,-46698956,-23454234,355030811000373,3550308005122,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,SILMARYA REJANE MARCOLINO DE SOUZA -UBS,"EUVALDO AUGUSTO FREIRE,R,20",JD. CAROMBE,39211078.0,2755030.0,2788586.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1333,-46446369,-23509507,355030887000107,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,SITIO DA CASA PINTADA - UBS,"MARIA SANTANA,AV,101",JD STA MARIA,61530800.0,8050130.0,2091798.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1334,-46458194,-23492071,355030887000036,3550308005194,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,STA INES-UBS,"FIDELIS MOTA,FREI,R, 1001",PQ CRUZEIRO DO SUL,62979669.0,8070130.0,2788608.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1335,-46765667,-23688703,355030843000133,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,STA LUCIA-UBS,"CARMELO CALI,R,26",VILA SANTA LUCIA,58330788.0,4940070.0,2788616.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1336,-46388881,-23522284,355030896000187,3550308005259,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,STA LUZIA-UBS,"CONJUNTO DA PAZ,R, 39 H",COHAB JD MIRIAM,65623532.0,8142360.0,2788624.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1337,-46459734,-23559060,355030857000072,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,STO ESTEVAO-UBS CARMOSINA,"CACHOEIRA DA ILHA,R,355",ITAQUERA,65230577.0,8270110.0,3004341.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1338,-46503148,-23605480,355030876000043,3550308005157,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,TEOTONIO VILELA - UBS,"VILANOVA ARTIGAS,ARQ,AV,1071",JD SAPOPEMBA,67041383.0,3928240.0,2074079.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1339,-46470226,-23503504,355030887000133,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,"THERSIO VENTURA, DR-UBS","ARRAIAL DE SANTA BARBARA, R,996",CIDADE PEDRO J NUNES,65451026.0,8061360.0,2788659.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1340,-46550313,-23510474,355030859000191,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,"TRINDADE,ENG-UBS","GABRIELA MISTRAL,AV,1168",ENG TRINDADE,66416973.0,3701000.0,2787032.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1341,-46694183,-23612577,355030835000100,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,UBS INTEGRAL JARDIM EDITE,"CHARLES COULOMB,R., 80",CIDADE MONCOES,43298860.0,4576030.0,7302541,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1342,-46639702,-23678589,355030822000317,3550308005165,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,UBS INTEGRAL JARDIM MIRIAM II,"CUPEC´┐¢, AV.5185",JARDIM PRUDENCIA,56236816.0,4365001.0,7128940,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
1343,-46419870,-23478834,355030844000195,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,UBS JARDIM HELENA,"KUMAKI AOKI, AV., 785",JD HELENA,,8090370.0,4049934,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,UBS | POSTO DE SAUDE
